id,ticker,periodType,periodEnd,revenue,revenueSegments,revenueSegmentsByAxis
b2c852979ad54f0088c1ac66f6efcb19,PRU,QUARTERLY,2017-06-30,13441000000.0000,"{""Other fees"": 152000000.0, ""Asset-based management fees"": 816000000.0, ""Performance-based incentive fees"": 5000000.0}","{""product"": {""Other fees"": 152000000.0, ""Asset-based management fees"": 816000000.0, ""Performance-based incentive fees"": 5000000.0}}"
00606b4e55d9465699cd29d9e099a79b,PRU,QUARTERLY,2017-09-30,16313000000.0000,"{""Other fees"": 150000000.0, ""Asset-based management fees"": 848000000.0, ""Performance-based incentive fees"": 7000000.0}","{""product"": {""Other fees"": 150000000.0, ""Asset-based management fees"": 848000000.0, ""Performance-based incentive fees"": 7000000.0}}"
4a06d38323604af99c4d17439064de5e,FITB,ANNUAL,2024-12-31,10426000000.0000,"{""Commercial Banking"": 519000000.0, ""Wealth And Asset Management"": 1000000.0, ""Consumer and Small Business Banking"": 86000000.0}","{""segment"": {""Commercial Banking"": 519000000.0, ""Wealth And Asset Management"": 1000000.0, ""Consumer and Small Business Banking"": 86000000.0}}"
9ec80e2ffad9429d82b6a03cfcefa396,FITB,ANNUAL,2019-12-31,6254000000.0000,"{""Branch Banking"": 260000000.0, ""Consumer Lending"": 0.0, ""Commercial Banking"": 308000000.0, ""Investment Advisors"": 1000000.0}","{""segment"": {""Branch Banking"": 260000000.0, ""Consumer Lending"": 0.0, ""Commercial Banking"": 308000000.0, ""Investment Advisors"": 1000000.0}}"
6f415ae9a64d4a858a174e21b4a4b36a,FITB,ANNUAL,2020-12-31,5572000000.0000,"{""Commercial Banking"": 358000000.0, ""Wealth And Asset Management"": 1000000.0, ""Consumer and Small Business Banking"": 200000000.0}","{""segment"": {""Commercial Banking"": 358000000.0, ""Wealth And Asset Management"": 1000000.0, ""Consumer and Small Business Banking"": 200000000.0}}"
68dbe39674934ddea8660ee8a8ac3666,FITB,QUARTERLY,2020-03-31,1525000000.0000,"{""Branch Banking"": 65000000.0, ""Consumer Lending"": 0.0, ""Commercial Banking"": 84000000.0, ""Investment Advisors"": 0.0}","{""segment"": {""Branch Banking"": 65000000.0, ""Consumer Lending"": 0.0, ""Commercial Banking"": 84000000.0, ""Investment Advisors"": 0.0}}"
69c6734e09b14b6bb5ea473c73e2a779,FITB,QUARTERLY,2021-03-31,1302000000.0000,"{""Branch Banking"": 54000000.0, ""Consumer Lending"": 0.0, ""Commercial Banking"": 90000000.0, ""Wealth And Asset Management"": 0.0}","{""segment"": {""Branch Banking"": 54000000.0, ""Consumer Lending"": 0.0, ""Commercial Banking"": 90000000.0, ""Wealth And Asset Management"": 0.0}}"
acf780058e1d452c9480a243de99f8fa,FITB,QUARTERLY,2021-06-30,1323000000.0000,"{""Branch Banking"": 57000000.0, ""Consumer Lending"": 0.0, ""Commercial Banking"": 92000000.0, ""Wealth And Asset Management"": 0.0}","{""segment"": {""Branch Banking"": 57000000.0, ""Consumer Lending"": 0.0, ""Commercial Banking"": 92000000.0, ""Wealth And Asset Management"": 0.0}}"
cc534d8cf859474892874eaacbad5878,FITB,ANNUAL,2025-12-31,9903000000.0000,"{""Commercial Banking"": 553000000.0, ""Wealth And Asset Management"": 1000000.0, ""Consumer and Small Business Banking"": 87000000.0}","{""segment"": {""Commercial Banking"": 553000000.0, ""Wealth And Asset Management"": 1000000.0, ""Consumer and Small Business Banking"": 87000000.0}}"
6dabc8bdd94845cba7c128fd8a26ef86,MET,QUARTERLY,2025-06-30,17340000000.0000,"{""Prepaid legal plans"": 158000000.0, ""Vision fee for service arrangements"": 133000000.0, ""Administrative services-only contracts"": 73000000.0, ""Recordkeeping and administrative services (2)"": 34000000.0, ""Institutional Client asset management fees (1)"": 95000000.0, ""Other revenue related to service contracts from customers (1) (3)"": 111000000.0}","{""product"": {""Prepaid legal plans"": 158000000.0, ""Vision fee for service arrangements"": 133000000.0, ""Administrative services-only contracts"": 73000000.0, ""Recordkeeping and administrative services (2)"": 34000000.0, ""Institutional Client asset management fees (1)"": 95000000.0, ""Other revenue related to service contracts from customers (1) (3)"": 111000000.0}}"
1aa1cdb08d2940c7a776f7dc1e6b6bcd,FIX,ANNUAL,2025-12-31,9101641000.0000,"{""Electrical Segment"": 429071000.0, ""Mechanical Segment"": 1402215000.0}","{""product"": {""Electrical Segment"": 2427896000.0, ""Mechanical Segment"": 6673745000.0}, ""segment"": {""Electrical Segment"": 429071000.0, ""Mechanical Segment"": 1402215000.0}}"
ab6407b100114c14bcae52a7380651c8,DTE,QUARTERLY,2017-09-30,3245000000.0000,"{""Gas"": 152000000.0, ""Electric"": 1434000000.0}","{""segment"": {""Gas"": 152000000.0, ""Electric"": 1434000000.0}}"
478c223045c54815a37c768ffe947c90,DTE,QUARTERLY,2018-03-31,3753000000.0000,"{""Gas"": 550000000.0, ""Electric"": 1205000000.0}","{""segment"": {""Gas"": 550000000.0, ""Electric"": 1205000000.0}}"
7486f3021ef64cc2943ea97f863105dc,DTE,QUARTERLY,2019-06-30,2888000000.0000,"{""Gas"": 243000000.0, ""Electric"": 1190000000.0}","{""segment"": {""Gas"": 243000000.0, ""Electric"": 1190000000.0}}"
2d58eddda63c46cf8e4f4a5605fa3d90,DTE,QUARTERLY,2018-09-30,3550000000.0000,"{""Gas"": 164000000.0, ""Electric"": 1521000000.0}","{""segment"": {""Gas"": 164000000.0, ""Electric"": 1521000000.0}}"
3ff28414fbdc49cc94bd8f6dbab22fd6,DTE,ANNUAL,2018-12-31,14212000000.0000,"{""Gas"": 1436000000.0, ""Electric"": 5298000000.0, ""Energy Trading"": 0.0, ""Corporate and Other"": 0.0, ""Gas Storage and Pipelines"": 0.0, ""Power and Industrial Projects"": 0.0}","{""segment"": {""Gas"": 1436000000.0, ""Electric"": 5298000000.0, ""Energy Trading"": 0.0, ""Corporate and Other"": 0.0, ""Gas Storage and Pipelines"": 0.0, ""Power and Industrial Projects"": 0.0}}"
eca52d0af39343a399bb92c69be8819b,IBKR,QUARTERLY,2023-03-31,1056000000.0000,"{""Others"": 7000000.0, ""Commissions"": 357000000.0, ""FDIC Sweep Fees"": 4000000.0, ""Market Data Fees"": 18000000.0, ""Risk Exposure Fees"": 6000000.0, ""Payments For Order Flow"": 8000000.0}","{""product"": {""Others"": 7000000.0, ""Commissions"": 357000000.0, ""FDIC Sweep Fees"": 4000000.0, ""Market Data Fees"": 18000000.0, ""Risk Exposure Fees"": 6000000.0, ""Payments For Order Flow"": 8000000.0}, ""geography"": {""International"": 323000000.0, ""United States"": 733000000.0}}"
5577f14262064e18a05a36adaff713f9,HUM,QUARTERLY,2022-03-31,23970000000.0000,"{""Insurance"": 204000000.0, ""CenterWell"": 1060000000.0}","{""segment"": {""Insurance"": 204000000.0, ""CenterWell"": 1060000000.0}}"
5f13dc1f7e704220a3f713b2ba9d86c5,KEY,QUARTERLY,2025-09-30,1895000000.0000,"{""Consumer Bank"": 207000000.0, ""Commercial Bank"": 226000000.0}","{""product"": {""Other noninterest income"": 2000000.0, ""Cards and payments income"": 86000000.0, ""Services charges on deposit accounts"": 74000000.0, ""Trust and investment services income"": 142000000.0, ""Investment banking and debt placement fees"": 129000000.0}, ""segment"": {""Consumer Bank"": 207000000.0, ""Commercial Bank"": 226000000.0}}"
437f4f1f8e7040a7aca38bc38e0a3101,HBAN,QUARTERLY,2018-09-30,1007000000.0000,"{""RBPCG"": 46000000.0, ""Vehicle Finance"": 2000000.0, ""Commercial Banking"": 23000000.0, ""Consumer & Business Banking"": 150000000.0}","{""product"": {""Other income"": 15000000.0, ""Insurance income"": 19000000.0, ""Card and payment processing income"": 53000000.0, ""Service charges on deposit accounts"": 93000000.0, ""Trust and investment management services"": 42000000.0}, ""segment"": {""RBPCG"": 46000000.0, ""Vehicle Finance"": 2000000.0, ""Commercial Banking"": 23000000.0, ""Consumer & Business Banking"": 150000000.0}}"
2e18f10260924fa5b19c442065b8a8e2,HBAN,ANNUAL,2018-12-31,3949000000.0000,"{""RBHPCG"": 192000000.0, ""Vehicle Finance"": 8000000.0, ""Commercial Banking"": 90000000.0, ""Consumer & Business Banking"": 588000000.0}","{""product"": {""Other income"": 56000000.0, ""Insurance income"": 82000000.0, ""Cards and payment processing income"": 209000000.0, ""Service charges on deposit accounts"": 363000000.0, ""Trust and investment management services"": 171000000.0}, ""segment"": {""RBHPCG"": 192000000.0, ""Vehicle Finance"": 8000000.0, ""Commercial Banking"": 90000000.0, ""Consumer & Business Banking"": 588000000.0}}"
980bc90223a749e4bf80d353d749b520,HBAN,QUARTERLY,2019-03-31,1070000000.0000,"{""RBPCG"": 50000000.0, ""Vehicle Finance"": 2000000.0, ""Commercial Banking"": 26000000.0, ""Consumer & Business Banking"": 143000000.0}","{""product"": {""Capital markets fees"": 21000000.0, ""Mortgage banking income"": 44000000.0, ""Other noninterest income"": 17000000.0, ""Card and payment processing income"": 53000000.0, ""Service charges on deposit accounts"": 87000000.0}, ""segment"": {""RBPCG"": 50000000.0, ""Vehicle Finance"": 2000000.0, ""Commercial Banking"": 26000000.0, ""Consumer & Business Banking"": 143000000.0}}"
eb3af9cf7e1c48bfb83a1ba49b730d95,HBAN,QUARTERLY,2019-06-30,1068000000.0000,"{""RBPCG"": 48000000.0, ""Vehicle Finance"": 3000000.0, ""Commercial Banking"": 27000000.0, ""Consumer & Business Banking"": 154000000.0}","{""product"": {""Insurance income"": 23000000.0, ""Other noninterest income"": 17000000.0, ""Card and payment processing income"": 60000000.0, ""Service charges on deposit accounts"": 92000000.0, ""Trust and investment management services"": 43000000.0}, ""segment"": {""RBPCG"": 48000000.0, ""Vehicle Finance"": 3000000.0, ""Commercial Banking"": 27000000.0, ""Consumer & Business Banking"": 154000000.0}}"
468a755e16644a4dbf3bac46961c54ed,HBAN,QUARTERLY,2019-09-30,1052000000.0000,"{""RBPCG"": 46000000.0, ""Vehicle Finance"": 4000000.0, ""Commercial Banking"": 30000000.0, ""Consumer & Business Banking"": 160000000.0}","{""product"": {""Insurance income"": 20000000.0, ""Other noninterest income"": 18000000.0, ""Card and payment processing income"": 60000000.0, ""Service charges on deposit accounts"": 98000000.0, ""Trust and investment management services"": 44000000.0}, ""segment"": {""RBPCG"": 46000000.0, ""Vehicle Finance"": 4000000.0, ""Commercial Banking"": 30000000.0, ""Consumer & Business Banking"": 160000000.0}}"
1360b792f1df4ad0958deeac8b7c70e0,HBAN,ANNUAL,2019-12-31,4201000000.0000,"{""RBHPCG"": 196000000.0, ""Vehicle Finance"": 11000000.0, ""Commercial Banking"": 113000000.0, ""Consumer & Business Banking"": 615000000.0}","{""product"": {""Other income"": 68000000.0, ""Insurance income"": 88000000.0, ""Cards and payment processing income"": 233000000.0, ""Service charges on deposit accounts"": 372000000.0, ""Trust and investment management services"": 178000000.0}, ""segment"": {""RBHPCG"": 196000000.0, ""Vehicle Finance"": 11000000.0, ""Commercial Banking"": 113000000.0, ""Consumer & Business Banking"": 615000000.0}}"
3ef8353e12b14c5f92966f5a613f8425,HBAN,QUARTERLY,2021-03-31,869000000.0000,"{""RBPCG"": 52000000.0, ""Vehicle Finance"": 3000000.0, ""Commercial Banking"": 28000000.0, ""Consumer & Business Banking"": 137000000.0}","{""product"": {""Insurance income"": 27000000.0, ""Mortgage banking income"": 52000000.0, ""Other noninterest income"": 12000000.0, ""Card and payment processing income"": 62000000.0, ""Service charges on deposit accounts"": 69000000.0}, ""segment"": {""RBPCG"": 52000000.0, ""Vehicle Finance"": 3000000.0, ""Commercial Banking"": 28000000.0, ""Consumer & Business Banking"": 137000000.0}}"
07d5d1b648614c429cfca66ef4915a53,HBAN,QUARTERLY,2020-03-31,975000000.0000,"{""RBPCG"": 50000000.0, ""Vehicle Finance"": 2000000.0, ""Commercial Banking"": 27000000.0, ""Consumer & Business Banking"": 146000000.0}","{""product"": {""Insurance income"": 23000000.0, ""Mortgage banking income"": 87000000.0, ""Other noninterest income"": 14000000.0, ""Card and payment processing income"": 47000000.0, ""Service charges on deposit accounts"": 56000000.0}, ""segment"": {""RBPCG"": 50000000.0, ""Vehicle Finance"": 2000000.0, ""Commercial Banking"": 27000000.0, ""Consumer & Business Banking"": 146000000.0}}"
3b5aefcacab8467aaf7cdcaf8bc2c028,HBAN,QUARTERLY,2020-06-30,902000000.0000,"{""RBPCG"": 53000000.0, ""Vehicle Finance"": 1000000.0, ""Commercial Banking"": 28000000.0, ""Consumer & Business Banking"": 117000000.0}","{""product"": {""Insurance income"": 25000000.0, ""Mortgage banking income"": 59000000.0, ""Other noninterest income"": 17000000.0, ""Card and payment processing income"": 45000000.0, ""Service charges on deposit accounts"": 55000000.0}, ""segment"": {""RBPCG"": 53000000.0, ""Vehicle Finance"": 1000000.0, ""Commercial Banking"": 28000000.0, ""Consumer & Business Banking"": 117000000.0}}"
566d1e722d394cbe9ec588c0109cea38,HBAN,QUARTERLY,2020-09-30,892000000.0000,"{""RBPCG"": 49000000.0, ""Vehicle Finance"": 3000000.0, ""Commercial Banking"": 32000000.0, ""Consumer & Business Banking"": 144000000.0}","{""product"": {""Insurance income"": 24000000.0, ""Mortgage banking income"": 76000000.0, ""Other noninterest income"": 13000000.0, ""Card and payment processing income"": 48000000.0, ""Service charges on deposit accounts"": 63000000.0}, ""segment"": {""RBPCG"": 49000000.0, ""Vehicle Finance"": 3000000.0, ""Commercial Banking"": 32000000.0, ""Consumer & Business Banking"": 144000000.0}}"
2322adfa6fa74e649d40d0c375cb0727,HBAN,QUARTERLY,2021-09-30,1205000000.0000,"{""Insurance income"": 25000000.0, ""Capital markets fees"": 6000000.0, ""Other noninterest income"": 18000000.0, ""Card and payment processing income"": 91000000.0, ""Service charges on deposit accounts"": 114000000.0, ""Trust and investment management services"": 61000000.0}","{""product"": {""Insurance income"": 25000000.0, ""Capital markets fees"": 6000000.0, ""Other noninterest income"": 18000000.0, ""Card and payment processing income"": 91000000.0, ""Service charges on deposit accounts"": 114000000.0, ""Trust and investment management services"": 61000000.0}}"
c0fc877839c54234bd13fd72c0d446c6,HBAN,QUARTERLY,2021-06-30,935000000.0000,"{""RBPCG"": 54000000.0, ""Vehicle Finance"": 1000000.0, ""Commercial Banking"": 34000000.0, ""Consumer & Business Banking"": 166000000.0}","{""product"": {""Insurance income"": 25000000.0, ""Capital markets fees"": 8000000.0, ""Other noninterest income"": 9000000.0, ""Card and payment processing income"": 72000000.0, ""Service charges on deposit accounts"": 88000000.0, ""Trust and investment management services"": 55000000.0}, ""segment"": {""RBPCG"": 54000000.0, ""Vehicle Finance"": 1000000.0, ""Commercial Banking"": 34000000.0, ""Consumer & Business Banking"": 166000000.0}}"
7408d737611c48a19addea6b8132218e,HBAN,QUARTERLY,2022-06-30,1331000000.0000,"{""Commercial Banking"": 59000000.0, ""Consumer & Regional Banking"": 264000000.0}","{""product"": {""Insurance income"": 27000000.0, ""Capital markets fees"": 11000000.0, ""Other noninterest income"": 27000000.0, ""Card and payment processing income"": 89000000.0, ""Service charges on deposit accounts"": 105000000.0, ""Trust and investment management services"": 63000000.0}, ""segment"": {""Commercial Banking"": 59000000.0, ""Consumer & Regional Banking"": 264000000.0}}"
ec6249c2e01646daa00060dfdf3a6ec3,HBAN,ANNUAL,2021-12-31,4191000000.0000,"{""Commercial Banking"": 156000000.0, ""Consumer & Business Banking"": 945000000.0}","{""product"": {""Other"": 19000000.0, ""Leasing revenue"": 23000000.0, ""Insurance income"": 82000000.0, ""Capital markets fees"": 29000000.0, ""Customer deposit and loan fees"": 227000000.0, ""Wealth and asset management revenue"": 269000000.0, ""Payments and cash management revenue"": 464000000.0}, ""segment"": {""Commercial Banking"": 156000000.0, ""Consumer & Business Banking"": 945000000.0}}"
1700eb73bd804b96828dedd065741f9f,HBAN,QUARTERLY,2022-03-31,1195000000.0000,"{""RBHPCG"": 65000000.0, ""Vehicle Finance"": 2000000.0, ""Commercial Banking"": 56000000.0, ""Consumer & Business Banking"": 183000000.0}","{""product"": {""Insurance income"": 31000000.0, ""Capital markets fees"": 6000000.0, ""Other noninterest income"": 29000000.0, ""Card and payment processing income"": 80000000.0, ""Service charges on deposit accounts"": 97000000.0, ""Trust and investment management services"": 65000000.0}, ""segment"": {""RBHPCG"": 65000000.0, ""Vehicle Finance"": 2000000.0, ""Commercial Banking"": 56000000.0, ""Consumer & Business Banking"": 183000000.0}}"
131ec3dc58f344d1a85a8f0e9ffa94f4,FITB,QUARTERLY,2025-09-30,2519000000.0000,"{""Commercial Banking"": 0.0, ""Wealth And Asset Management"": 1000000.0, ""Consumer and Small Business Banking"": 144000000.0}","{""segment"": {""Commercial Banking"": 0.0, ""Wealth And Asset Management"": 1000000.0, ""Consumer and Small Business Banking"": 144000000.0}}"
45a0c6be671244a6b36c22fb6323bc3c,HBAN,QUARTERLY,2022-09-30,1589000000.0000,"{""Commercial Banking"": 95000000.0, ""Consumer & Regional Banking"": 252000000.0}","{""product"": {""Insurance income"": 28000000.0, ""Capital markets fees"": 38000000.0, ""Other noninterest income"": 36000000.0, ""Card and payment processing income"": 90000000.0, ""Service charges on deposit accounts"": 93000000.0, ""Trust and investment management services"": 60000000.0}, ""segment"": {""Commercial Banking"": 95000000.0, ""Consumer & Regional Banking"": 252000000.0}}"
39e3e587f1574e948305cae8610591d6,HBAN,ANNUAL,2022-12-31,5969000000.0000,"{""Commercial Banking"": 304000000.0, ""Consumer & Regional Banking"": 1020000000.0}","{""product"": {""Leasing revenue"": 67000000.0, ""Insurance income"": 79000000.0, ""Other noninterest income"": 18000000.0, ""Customer deposit and loan fees"": 231000000.0, ""Capital markets and advisory fees"": 110000000.0, ""Wealth and asset management revenue"": 300000000.0, ""Payments and cash management revenue"": 513000000.0}, ""segment"": {""Commercial Banking"": 304000000.0, ""Consumer & Regional Banking"": 1020000000.0}}"
53cde3a0faf04ffa914cd5bdd973bc5e,HBAN,QUARTERLY,2023-06-30,2225000000.0000,"{""Commercial Banking"": 75000000.0, ""Consumer & Regional Banking"": 258000000.0}","{""product"": {""Leasing revenue"": 14000000.0, ""Insurance income"": 18000000.0, ""Capital markets fees"": 28000000.0, ""Other noninterest income"": 3000000.0, ""Customer deposit and loan fees"": 52000000.0, ""Wealth and asset management revenue"": 83000000.0, ""Payments and cash management revenue"": 134000000.0}, ""segment"": {""Commercial Banking"": 75000000.0, ""Consumer & Regional Banking"": 258000000.0}}"
ec639648e0ed455b837cdec5e78247d3,HBAN,QUARTERLY,2023-09-30,2313000000.0000,"{""Commercial Banking"": 74000000.0, ""Consumer & Regional Banking"": 267000000.0}","{""product"": {""Leasing revenue"": 12000000.0, ""Insurance income"": 18000000.0, ""Capital markets fees"": 31000000.0, ""Other noninterest income"": 3000000.0, ""Customer deposit and loan fees"": 57000000.0, ""Wealth and asset management revenue"": 79000000.0, ""Payments and cash management revenue"": 138000000.0}, ""segment"": {""Commercial Banking"": 74000000.0, ""Consumer & Regional Banking"": 267000000.0}}"
cc120d3c00034785b3ed04e470803a2d,HBAN,ANNUAL,2023-12-31,8916000000.0000,"{""Commercial Banking"": 307000000.0, ""Consumer & Regional Banking"": 1098000000.0}","{""product"": {""Leasing revenue"": 51000000.0, ""Insurance income"": 74000000.0, ""Other noninterest income"": 68000000.0, ""Customer deposit and loan fees"": 211000000.0, ""Capital markets and advisory fees"": 132000000.0, ""Wealth and asset management revenue"": 328000000.0, ""Payments and cash management revenue"": 536000000.0}, ""segment"": {""Commercial Banking"": 307000000.0, ""Consumer & Regional Banking"": 1098000000.0}}"
318d0363034c4af3bda1902d41944528,HBAN,QUARTERLY,2024-03-31,2380000000.0000,"{""Commercial Banking"": 71000000.0, ""Consumer & Regional Banking"": 265000000.0}","{""product"": {""Leasing revenue"": 10000000.0, ""Insurance income"": 19000000.0, ""Other noninterest income"": 2000000.0, ""Customer deposit and loan fees"": 54000000.0, ""Capital markets and advisory fees"": 29000000.0, ""Wealth and asset management revenue"": 88000000.0, ""Payments and cash management revenue"": 134000000.0}, ""segment"": {""Commercial Banking"": 71000000.0, ""Consumer & Regional Banking"": 265000000.0}}"
eb2631fbd0474b3c955cd36b030f58a2,HBAN,QUARTERLY,2024-06-30,2476000000.0000,"{""Commercial Banking"": 81000000.0, ""Consumer & Regional Banking"": 280000000.0}","{""product"": {""Leasing revenue"": 10000000.0, ""Insurance income"": 18000000.0, ""Other noninterest income"": 1000000.0, ""Customer deposit and loan fees"": 56000000.0, ""Capital markets and advisory fees"": 43000000.0, ""Wealth and asset management revenue"": 90000000.0, ""Payments and cash management revenue"": 142000000.0}, ""segment"": {""Commercial Banking"": 81000000.0, ""Consumer & Regional Banking"": 280000000.0}}"
71267586885646d4aa21f174f7c2c5d4,HBAN,ANNUAL,2024-12-31,9921000000.0000,"{""Commercial Banking"": 353000000.0, ""Consumer & Regional Banking"": 1120000000.0}","{""product"": {""Leasing revenue"": 30000000.0, ""Insurance income"": 77000000.0, ""Other noninterest income"": 10000000.0, ""Customer deposit and loan fees"": 227000000.0, ""Capital markets and advisory fees"": 193000000.0, ""Wealth and asset management revenue"": 364000000.0, ""Payments and cash management revenue"": 567000000.0}, ""segment"": {""Commercial Banking"": 353000000.0, ""Consumer & Regional Banking"": 1120000000.0}}"
9ef23eca305b4520b29d06c06c2f397e,HBAN,QUARTERLY,2025-03-31,2489000000.0000,"{""Commercial Banking"": 73000000.0, ""Consumer & Regional Banking"": 278000000.0}","{""product"": {""Leasing revenue"": 20000000.0, ""Other noninterest income"": 2000000.0, ""Customer deposit and loan fees"": 54000000.0, ""Capital markets and advisory fees"": 30000000.0, ""Wealth and asset management revenue"": 101000000.0, ""Payments and cash management revenue"": 140000000.0}, ""segment"": {""Commercial Banking"": 73000000.0, ""Consumer & Regional Banking"": 278000000.0}}"
41462a1d6b724df8beb72dbf50645aa2,HBAN,QUARTERLY,2025-06-30,2556000000.0000,"{""Commercial Banking"": 84000000.0, ""Consumer & Regional Banking"": 295000000.0}","{""product"": {""Leasing revenue"": 3000000.0, ""Insurance income"": 19000000.0, ""Other noninterest income"": 0.0, ""Customer deposit and loan fees"": 62000000.0, ""Capital markets and advisory fees"": 41000000.0, ""Wealth and asset management revenue"": 102000000.0, ""Payments and cash management revenue"": 150000000.0}, ""segment"": {""Commercial Banking"": 84000000.0, ""Consumer & Regional Banking"": 295000000.0}}"
cefca63e705f41ea86472e650de7f051,FITB,QUARTERLY,2018-09-30,1315000000.0000,"{""Branch Banking"": 71000000.0, ""Consumer Lending"": 0.0, ""Commercial Banking"": 68000000.0, ""Corporate And Other"": 0.0, ""Investment Advisors"": 0.0}","{""segment"": {""Branch Banking"": 71000000.0, ""Consumer Lending"": 0.0, ""Commercial Banking"": 68000000.0, ""Corporate And Other"": 0.0, ""Investment Advisors"": 0.0}}"
9230c1bf7f88426d8ab16a9dd1af2743,FITB,QUARTERLY,2018-03-31,1206000000.0000,"{""Branch Banking"": 66000000.0, ""Consumer Lending"": 0.0, ""Commercial Banking"": 71000000.0, ""Corporate And Other"": 0.0, ""Investment Advisors"": 0.0}","{""segment"": {""Branch Banking"": 66000000.0, ""Consumer Lending"": 0.0, ""Commercial Banking"": 71000000.0, ""Corporate And Other"": 0.0, ""Investment Advisors"": 0.0}}"
d342d8535a43407b81997679b62daf2d,HBAN,ANNUAL,2025-12-31,10310000000.0000,"{""Commercial Banking"": 357000000.0, ""Consumer & Regional Banking"": 1208000000.0}","{""product"": {""Leasing revenue"": 12000000.0, ""Insurance income"": 81000000.0, ""Other noninterest income"": 30000000.0, ""Customer deposit and loan fees"": 250000000.0, ""Capital markets and advisory fees"": 168000000.0, ""Wealth and asset management revenue"": 408000000.0, ""Payments and cash management revenue"": 613000000.0}, ""segment"": {""Commercial Banking"": 357000000.0, ""Consumer & Regional Banking"": 1208000000.0}}"
fee0b73f17c5481e9a15d92aa29cde07,FITB,QUARTERLY,2019-09-30,1625000000.0000,"{""Branch Banking"": 65000000.0, ""Consumer Lending"": 0.0, ""Commercial Banking"": 79000000.0, ""Investment Advisors"": 0.0}","{""segment"": {""Branch Banking"": 65000000.0, ""Consumer Lending"": 0.0, ""Commercial Banking"": 79000000.0, ""Investment Advisors"": 0.0}}"
c5f042431a5241c88f4971b6551ce8b2,FITB,QUARTERLY,2019-03-31,1433000000.0000,"{""Branch Banking"": 64000000.0, ""Consumer Lending"": 0.0, ""Commercial Banking"": 66000000.0, ""Corporate And Other"": 1000000.0, ""Investment Advisors"": 0.0}","{""segment"": {""Branch Banking"": 64000000.0, ""Consumer Lending"": 0.0, ""Commercial Banking"": 66000000.0, ""Corporate And Other"": 1000000.0, ""Investment Advisors"": 0.0}}"
8d7e6ba89ae641f3959dcb0502395d24,FITB,QUARTERLY,2019-06-30,1636000000.0000,"{""Branch Banking"": 63000000.0, ""Consumer Lending"": 0.0, ""Commercial Banking"": 82000000.0, ""Investment Advisors"": 0.0}","{""segment"": {""Branch Banking"": 63000000.0, ""Consumer Lending"": 0.0, ""Commercial Banking"": 82000000.0, ""Investment Advisors"": 0.0}}"
65f3e59355a84604a4d81200a24d75c3,HBAN,QUARTERLY,2026-03-31,3086000000.0000,"{""Commercial Banking"": 143000000.0, ""Consumer & Regional Banking"": 329000000.0}","{""product"": {""Leasing revenue"": 21000000.0, ""Other noninterest income"": 7000000.0, ""Customer deposit and loan fees"": 70000000.0, ""Capital markets and advisory fees"": 74000000.0, ""Wealth and asset management revenue"": 120000000.0, ""Payments and cash management revenue"": 177000000.0}, ""segment"": {""Commercial Banking"": 143000000.0, ""Consumer & Regional Banking"": 329000000.0}}"
99f922cc9de9481db25130b570a50548,FITB,QUARTERLY,2020-06-30,1403000000.0000,"{""Branch Banking"": 42000000.0, ""Consumer Lending"": 0.0, ""Commercial Banking"": 79000000.0, ""Wealth And Asset Management"": 0.0}","{""segment"": {""Branch Banking"": 42000000.0, ""Consumer Lending"": 0.0, ""Commercial Banking"": 79000000.0, ""Wealth And Asset Management"": 0.0}}"
3240590bb4da48fca772741b9842623f,FITB,QUARTERLY,2020-09-30,1329000000.0000,"{""Branch Banking"": 53000000.0, ""Consumer Lending"": 0.0, ""Commercial Banking"": 91000000.0, ""Wealth And Asset Management"": 0.0}","{""segment"": {""Branch Banking"": 53000000.0, ""Consumer Lending"": 0.0, ""Commercial Banking"": 91000000.0, ""Wealth And Asset Management"": 0.0}}"
c443606101c4479c892685d7dbb51209,FITB,ANNUAL,2018-12-31,5183000000.0000,"{""Branch Banking"": 275000000.0, ""Consumer Lending"": 0.0, ""Commercial Banking"": 273000000.0, ""Investment Advisors"": 1000000.0}","{""segment"": {""Branch Banking"": 275000000.0, ""Consumer Lending"": 0.0, ""Commercial Banking"": 273000000.0, ""Investment Advisors"": 1000000.0}}"
9e67b4a0951a41b585d777c7edc881f6,FITB,QUARTERLY,2022-09-30,1760000000.0000,"{""Commercial Banking"": 90000000.0, ""Wealth And Asset Management"": 0.0, ""Consumer and Small Business Banking"": 53000000.0}","{""segment"": {""Commercial Banking"": 90000000.0, ""Wealth And Asset Management"": 0.0, ""Consumer and Small Business Banking"": 53000000.0}}"
1b5d8db76f2d4191bf90b7450f0a00ee,FITB,ANNUAL,2022-12-31,6587000000.0000,"{""Commercial Banking"": 468000000.0, ""Wealth And Asset Management"": 1000000.0, ""Consumer and Small Business Banking"": 89000000.0}","{""segment"": {""Commercial Banking"": 468000000.0, ""Wealth And Asset Management"": 1000000.0, ""Consumer and Small Business Banking"": 89000000.0}}"
6bb5bb7252944f1595f30accc1738f04,FITB,QUARTERLY,2023-06-30,2370000000.0000,"{""Commercial Banking"": 92000000.0, ""Investment Advisors"": 0.0, ""Consumer and Small Business Banking"": 53000000.0}","{""segment"": {""Commercial Banking"": 92000000.0, ""Investment Advisors"": 0.0, ""Consumer and Small Business Banking"": 53000000.0}}"
