id,minorityInterest
ba3dc45151974e6d810833d68cee86b4,9039000000.0000
b26893daa154409f94d11deec9f30097,
516fb6c416794bbca2245060c89e4305,
f24604fcc5854b8eaa31df6ee3e61eb4,
9d15b4739a27487b968703c47e3f6a07,
6c5ee63aeaef47088606e74c11762cfc,2323813000.0000
9c524e2154484a429b02e1f22a87fb37,
8fa67a4486c844718b82ad84074862e2,
5c47b29563c641e986df2cfc4387c666,
20c2dfd55ea84db19f37a197e91f47d2,
e544bc6fdcaa46898e18159f25b6ddb3,
a230be36cf7845da8d4976774b5c0941,
d17dcd572c4841bb818a1efa5db38313,
6787c39636404eb98c16333506de1bc0,10617000000.0000
993f86663c384ca1b6457daf8a5f500f,
d2f159a61b4e425d96a6458c2983cd7a,
501b4c52bb43498e8f9534d537c13578,
f50ac782c32f445c9281976cf2121d53,
b0d93492605a40c1a762c6c5c95112c2,
59711df541f840fa828a475a2c6fcb11,
d90b254952914535bfb2b0395b37681b,
90c07a93a8b94fb380f1508dc2aa83eb,587000000.0000
e205fe326a714b7085de58fc67ed5bed,
cd7e96a15e5844098f5e2601d366fc26,
9cc270e0bc4f46ac921096d7fab12ff0,
9e67b49d44a245bfb140b31b545118ae,
f5430a02ad8545559661a6821dc21d37,
bacad8b3b31c45838b2d0973b5c8b2ef,
7e92b96d50f04e74aaa9738701834cb8,
cf0016206d05477d87e7de373a52a3ba,
61c0e538453b4ba79cf2460952ac8cab,
d7d0f3a1c27e4dd0b844e87934e8ca7b,
319f7fa5f2d1462b8808025f85b58c79,
87dea5a9df9044c0a322a3ab8fe70328,
54eb8f521ea249f68367bf5a798011d8,276800000.0000
f159b662c98744f2aba38c9a648c00c8,
c0da8f24e78d4bf3885db34b8df0a348,
0e9d5e2f0d6a46fe97768baa9d46d604,
2de47cb145224f2e944dff1f64e59dbb,
964a6f8ebfcd413e94530f9bba30b1fc,
5924fa747e7f409ebb96601cd13c005c,
0efa54c99ea7481597db988be25bb640,
a6f8c290f46c415c92382098595a874a,
08398cad836540e48ccd9463c53b6a9d,
24f9a496f5604c92a1eb59761b5e46d4,
2ce78776f5e0461b8eb53d8772ace0d3,
52930c9aecf045feba2abc9516fb42e4,
1e9e8b486af34dfba7a381c455717a54,
996e011954a642149a4fcb83cdd7aea7,281500000.0000
74ac0347962f408ea45417c1960cf401,0.0000
d215f979e7e54758b863783e93190182,
f5bcab8bb4094806a947165802f2a0ea,
6aba35e2f65c4148bd370d28e2fb9248,
dff7ab751d5d47e884237e8b936ded66,
d31a70cbbd00499fad617ef84ce997f5,
cca99878519c4d96aeb4269e05759173,175809000.0000
aeebf459000443ac9b717d1a9a690b45,
22c73dfe6d634aef81b41a80ecd69121,
24af9867758d4334a8cdf074838a3ff6,
69871745f6fd4c5ebe54ef5705260ba6,
53dc260c63fb49758d7fbb71adbca89c,
aac6798b37954d14a61dafc6dfd02071,
4c0f8aa511bf42b6891d13b30fe7eee2,
225059be6b7a43bd91a6cfcde7b8276f,96000000.0000
9b3defd38fd247238ed94500fc536b63,
c11191a2908c4289a77710b86fcc0d86,
008f409d848d4f039a9d4d6ff2791935,
359afe0b7dc94684b868e053368dc0f9,197000000.0000
eeb61a6167184afa82fe569d43df6cf1,88000000.0000
9b772204c21d4c36ad55e327a52ad474,
457c44419a7d4eb9b755f3c6a6d411cf,
a52308126c5e47f8be035b28c253d951,
c4ddd8785de546518461205c0f713b05,
bbf470d52a9f4a3c802c879029abb569,
8fcd13ae0f89426f98c0ab5f45f04fb2,
821a93a37d8c475387e2f12aeb81be40,
6e9118ed3bd3446e814fb20d82711059,612000000.0000
5bf3e02a4def4636be6adbc24b241b36,
309a3e4e925541adbcae01f04b4665bd,
bf0240c9a56a44ee86d9b2b37c839752,
bfc5c022bbce483f9584736a8dfb5cbc,1669000000.0000
e29ada94cde14878ae1c741e620e22ed,
1fc857c20ea24d1487d8f8de7337b804,
331c13514df3490394e063ce03a09032,
c19bf2449b6d4af2909dfd6329699175,
88b6c6719dfe46a182ea9556cec4f4cd,
2b9e3934c1894d7e9d0ccd1195e966fd,
73e1888d90ac46c1a4d68f903b8b218c,
2c41bc44b3884e98b0e30acf5f4701e7,
e26dae889e9d435b823b13fd7489c0c1,
1ca89a7c7d09423b8fdc861733989c74,
d7441a3153fa4e9eb369c3c2fa44b399,
29479c9a55f3454eb6817f7958ecf910,
dd0e2e0fafd0465783e67ce14bfc56ad,
b99f74de4f854e7c92f1063c3dbb08cb,
9fcf2cf6b1aa4f2a8055e3c499dc4508,
c27fccc1d9714c74a572fc8360596823,3537000000.0000
45bfd33092b746df8000cf45b7d9bfc7,99000000.0000
0446bea60ee14c4cb49709198ac47c44,
b5a16784ed08401888a4db24836a39cc,
